Epoch,RMSE_train,RMSE_validation
0,5.657738042123895,7.82410342588811
1,6.123922551469366,4.248335155897253
2,5.404943510467973,4.937517215252208
3,5.270760178013071,4.18819175014825
4,4.989017117003022,3.4376808314084633
5,4.689847725458561,1.1557623738103537
6,4.39794932780401,2.224286829124826
7,4.139131430269627,3.1954155898658074
8,4.077623226794458,5.1195933643121005
9,4.069660789233555,4.284976176276672
