Epoch,RMSE_train,RMSE_validation
0,5.673985526103533,5.608936342072003
1,5.422755853881488,5.713025581858511
2,5.425655202535819,4.984993458633298
3,5.192974549576412,5.934282524832732
4,5.281875263082018,5.583987223146893
5,5.3037687048908175,5.4003855965531535
6,5.276735568492602,5.491868629445265
7,5.255093650553836,6.162457023021387
8,5.3222484154431395,6.260352092475012
9,5.393465957539325,5.137942234043456
