Epoch,RMSE_train,RMSE_validation
0,2.3475297051384603,8.574857714716508
1,3.4406396852733656,5.541837780949208
2,3.7642313734827972,4.264635731908298
3,3.880005424493324,2.0615895725966915
4,3.587983401240979,0.9354675616230603
5,3.27290194482243,0.8873164644554207
6,3.0901049670757144,2.3151487041054573
7,2.9852559904828917,4.770345975416259
8,3.0797228573433553,5.200565108174603
9,3.2233414704388155,5.0606187962211315
