Epoch,RMSE_train,RMSE_validation
0,4.868265480002672,5.188462991397762
1,4.973199922090316,5.30969583358974
2,5.050804408143577,4.604438384688445
3,4.940001100814062,5.594735554397506
4,5.070466825450777,5.285242141499333
5,5.115517175440165,5.021015835556764
6,5.100583321802585,5.191587555853165
7,5.11291336025014,5.8437556804766215
8,5.202230395543249,5.9804385653012435
9,5.287109275721434,4.97717062222794
