Epoch,RMSE_train,RMSE_validation
0,4.638285682597572,5.80861073278849
1,4.9060659398039626,5.259864461409065
2,4.820937486553984,5.536015446521293
3,4.836259430503392,5.679687114448207
4,4.899055467893561,5.481441479997649
5,4.940056441727289,6.022768287899072
6,5.014062300193889,5.6806049787456665
7,5.018520739489118,5.560808089261651
8,5.016257228260945,5.6569010140600815
9,5.033218946488992,5.510481959964672
