Epoch,RMSE_train,RMSE_validation
0,5.069724390715661,9.219517613601194
1,6.68246069066871,6.017637893103951
2,6.201968843673039,4.89684771678363
3,5.733224085499038,2.5862894399304017
4,5.226348799329349,0.26112573642880205
5,4.802786368368527,0.955331640108543
6,4.490168792099049,2.5085559291735944
7,4.261343108171286,4.821466446206143
8,4.288481077208755,5.735385975902888
9,4.450183988522165,5.633723681972829
