Epoch,RMSE_train,RMSE_validation
0,2.0223887407102925,6.789229933633524
1,2.4902300761323284,4.089003290845289
2,2.2610123953709036,4.149781337487811
3,2.3849703092852303,2.3483144631241837
4,2.1148365265977636,2.252504640916458
5,1.9915496428862747,2.4970727703990896
6,1.9969409154251965,1.9858903865150432
7,1.9042045406532113,3.4106607782678284
8,1.9992601770662837,3.6138101776453437
9,2.072332660904548,4.269445335493266
