Epoch,RMSE_train,RMSE_validation
0,4.738251289015349,5.544128130571304
1,4.85001892199055,5.169421242725961
2,4.783447218390473,5.560510674801333
3,4.842335071443496,5.6046768382504
4,4.9081386786011745,5.355001328445519
5,4.906369617331274,5.9712670218646995
6,4.939523813175749,5.491014089109144
7,4.9312182962481135,5.4405346736240565
8,4.936481959522197,5.598717580505133
9,4.949612622319847,5.3880692864219375
