date_forecast,gefs_d-15,gefs_d-14,gefs_d-13,gefs_d-12,gefs_d-11,gefs_d-10,gefs_d-9,gefs_d-8,gefs_d-7,gefs_d-6,gefs_d-5,gefs_d-4,gefs_d-3,gefs_d-2,gefs_d-1
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777777793506781,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722222221394379,0.2222222255335914,0.0277777781916989,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.861111071374681,0.8611111144224802,2.055555548932817,1.9333333373069763,1.3277777892847855,1.088888888557752,0.4055555599431197,1.0722222468919225
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666828095912,0.9266666637526616,4.138888915379842,3.955555505222745,4.296666661898295,2.299999992052714,1.6999999897347555,0.5833333341611756,0.3944444474246766
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.8333333370586237,0.794444444278876,1.655555546283722,2.561111079321968,1.350000003559722,1.1944444444444444,0.5999999973509047,2.627777770161629,2.5055555519130497,2.61111111773385
2022-07-15,0.0,0.0,0.0,0.0,1.3166666792498694,0.3166666684879197,0.0888888897995154,1.7444444489147928,0.250000002897448,1.0388888902962208,1.3499999969369836,0.050000000745058,0.0,0.0,0.0
2022-07-16,0.0,0.0,0.0,0.7111111068063313,0.7777777815030681,0.3055555576251613,2.8833333386315245,2.9577777584393816,10.511111074023775,6.294444448418087,2.3166666759385004,1.0833333416117563,0.0722222245401806,0.072222222884496,0.0333333342439598
2022-07-17,0.0,0.0,0.5555555576251613,0.4277777808407942,1.3444444288810091,1.972222195731269,3.244444436497159,4.149999976158141,5.911111142900255,5.666666626930237,5.911111156145732,3.066666692495346,2.8166666941510305,1.50555555563834,1.6088888976309033
2022-07-18,0.0,0.9888888912068472,0.1055555579562982,1.494444434841474,1.872222211625841,2.2555555436346264,2.549999972184499,2.3166666825612388,6.761111067401038,1.7111111018392775,2.302222225401137,1.4111110948854022,0.9222222185797162,1.3277777640355957,1.8666666948960888
2022-07-19,1.5888888835906982,0.3611111177338494,1.616666661368476,2.022222207652198,2.594444427225324,2.111111104488373,2.9166666534211902,2.716666655408011,2.416666666666667,1.7277777741352716,0.9000000038908587,0.5444444339308474,0.411111105647352,0.600000001076195,2.305555559694767
2022-07-20,0.7500000078645016,2.0666666726271314,1.7166666719648571,1.2444444398085277,1.6499999927149878,1.6722222103012934,1.1444444557030995,0.4333333310981592,0.5055555601914724,0.02777777860562,0.0,0.0,0.0,0.0166666673289404,0.1305555558453003
2022-07-21,1.905555539660984,3.8888888226615057,1.538888881603877,0.9666666752762266,2.3166666693157625,0.5500000036425061,0.1944444481697347,0.1277777805096573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,2.838888910081652,1.3000000069538753,1.072222236129973,0.5572222181492382,0.2611111162437333,0.0944444466796186,0.0666666680739985,0.0333333338300387,0.0,0.0055555556383397,0.0,0.0,0.0,0.0,0.0
2022-07-23,0.972222218910853,0.4888888961739012,0.5944444516466724,0.8388888902134365,0.0888888902134365,0.3166666672461563,0.0,0.0,0.0111111112766795,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,1.9944444298744195,1.588888896836175,0.3555555596119827,0.5777777822481261,0.8166666730410522,0.611111116492086,0.0111111112766795,0.2111111142569118,0.2277777819997734,0.0494444453054004,0.1000000014901161,0.0,0.0,0.0,0.0
2022-07-25,2.044444431861242,1.005555553568734,0.7111111101177005,0.3722222285966078,0.4833333380520344,0.20555556151602,2.0388888816038766,0.8999999844365648,0.5333333284490638,0.3222222257819441,0.0111111112766795,0.0,0.0,0.0,0.0
2022-07-26,0.4833333426051669,2.188888900809818,0.5500000073677964,0.177777780426873,0.5055555597775512,1.2166666785875957,1.061111115747028,1.6388888822661505,0.3333333383003871,0.1055555579562981,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.4611111200518079,1.8055555621782944,1.4611111150847542,1.0944444338480632,0.7222222143577205,1.155555557873514,1.4333333381348188,1.9666666520966425,0.0333333338300387,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,2.183333330684237,2.3499999576144748,1.3277777896987066,1.7555555635028413,1.82777777645323,1.555555548104975,1.6944444345103369,0.1444444465968344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,1.444444431198968,2.305555562178294,3.249999986754524,2.222222225533591,2.2333333492279053,3.516666644149356,2.6222222447395325,0.850000004387564,0.1166666696468988,0.2166666719648573,0.3844444481655956,1.216666647957431,0.4888888982435068,0.3999999939567513,0.5722222266097864
2022-07-30,2.3833333320087853,1.7055555350250666,0.7666666673289405,0.8722222248713175,3.172222230169508,2.5055555436346264,0.40555556366841,0.0166666669150193,0.0388888898822996,0.0333333338300387,0.7444444489147929,0.5388888981607226,0.4388888929453161,0.0,0.0
2022-07-31,2.0611110925674443,1.1499999860922496,1.2777777645323012,2.250000006622738,0.3055555630061362,0.3166666697296831,0.0111111112766795,0.0055555556383397,0.0,0.0055555556383397,0.0055555556383397,0.0,0.0,0.0,0.0
2022-08-01,1.0333333379692502,1.5777777632077534,0.4888888928625319,1.4611111068063312,0.0666666680739985,0.2333333376381132,0.0111111112766795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,1.688888887564341,1.3888888888888888,0.9388888941870795,0.5000000033113692,0.4222222272720601,0.0055555556383397,0.1888888925313949,0.0166666669150193,0.0,0.0111111112766795,0.0,0.0,0.0,0.0,0.0
2022-08-03,1.6944444444444444,1.3722222248713176,0.672222226858139,0.9944444398085276,0.2944444484180875,0.7888888915379842,0.25555555936363,0.1388888926141792,0.0444444451067182,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,1.6888888776302335,0.7055555590324931,2.92222222354677,0.4111111122700903,1.305555562178294,1.2999999970197678,1.416666643487083,0.638888892200258,0.1833333360652128,0.0277777781916989,0.1444444453550709,0.0111111112766795,0.0,0.0,0.0
2022-08-05,1.9177777899636164,4.00000003973643,0.5611111157470279,3.2166666719648576,2.150000009271834,2.338888890213437,0.4222222260302967,1.0833333188460934,0.0611111124356587,0.1333333353201548,0.7222222201526165,0.4833333359824286,1.7499999908937347,2.2888889047834606,0.9111111205485132
2022-08-06,3.961111095216539,2.2666666441493564,4.888888888888888,1.7222222454018064,4.088888896836176,1.8444444359176688,3.700000014570025,0.6111111111111113,1.33888888772991,0.4777777782744831,0.2333333372241921,0.8888888955116273,0.6166666655076873,0.2333333322571383,0.594444445023934
2022-08-07,3.027777764532301,3.0888888835906987,2.461111115084754,4.055555529064602,2.3611110978656344,2.205555538336436,2.133333338631524,4.716666645473905,2.2777777678436704,2.272222221725517,4.5777777499622765,5.833333344923125,4.622222213281526,4.644444456530941,5.427777756005526
2022-08-08,2.0666666494475474,3.061666713820564,2.572222219573127,1.9277777870496116,4.544444428549872,1.6722222169240315,4.46666665871938,5.794444455040826,6.727777785725063,12.811111132303871,9.81666660308838,9.233333349227903,12.177777740690445,16.177777767181396,11.73333348168267
