date_forecast,cfs_d-45,cfs_d-44,cfs_d-43,cfs_d-42,cfs_d-41,cfs_d-40,cfs_d-39,cfs_d-38,cfs_d-37,cfs_d-36,cfs_d-35,cfs_d-34,cfs_d-33,cfs_d-32,cfs_d-31,cfs_d-30,cfs_d-29,cfs_d-28,cfs_d-27,cfs_d-26,cfs_d-25,cfs_d-24,cfs_d-23,cfs_d-22,cfs_d-21,cfs_d-20,cfs_d-19,cfs_d-18,cfs_d-17,cfs_d-16,cfs_d-15,cfs_d-14,cfs_d-13,cfs_d-12,cfs_d-11,cfs_d-10,cfs_d-9,cfs_d-8,cfs_d-7,cfs_d-6,cfs_d-5,cfs_d-4,cfs_d-3,cfs_d-2,cfs_d-1
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.501975308641976,8.42969135802469,0.0,12.439753086419753,15.50493827160494,15.685092592592593,0.0,13.234413580246914,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.940216049382716,8.641913580246912,0.0,11.231512345679011,14.38898148148148,16.54037037037037,0.0,18.631203703703704,0.0,0.0,0.0,16.87728395061728
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.377283950617285,8.689043209876543,0.0,5.74608024691358,5.9161419753086415,4.938981481481481,0.0,3.9791666666666665,0.0,0.0,0.0,8.25966049382716,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9719135802469125,5.231265432098765,0.0,3.505493827160494,3.176388888888889,2.802098765432098,0.0,2.188734567901234,0.0,0.0,0.0,2.367962962962963,0.0,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.117623456790124,4.922654320987654,0.0,3.507407407407408,2.9467592592592595,1.735,0.0,1.6415123456790122,0.0,0.0,0.0,1.8467901234567905,0.0,0.0,2.199753086419753
2022-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.235648148148148,4.974660493827161,0.0,3.4728703703703703,3.064845679012346,2.119629629629629,0.0,0.8495061728395061,0.0,0.0,0.0,1.0711728395061726,0.0,0.0,0.5655555555555556,0.0
2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43395061728395,4.420123456790123,0.0,3.24608024691358,1.7580555555555557,1.6189506172839507,0.0,2.003024691358025,0.0,0.0,0.0,2.2283024691358024,0.0,0.0,0.5415123456790124,0.0,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.531203703703704,5.621358024691358,0.0,4.7065123456790126,3.317345679012345,2.983549382716049,0.0,3.5102160493827164,0.0,0.0,0.0,2.906882716049383,0.0,0.0,1.065,0.0,0.0,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89716049382716,6.907993827160494,0.0,5.112438271604939,3.883734567901234,2.764907407407408,0.0,3.6385185185185183,0.0,0.0,0.0,3.502345679012346,0.0,0.0,1.652746913580247,0.0,0.0,0.0,0.9739197530864198
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.136820987654321,5.045771604938271,0.0,3.66033950617284,3.255246913580246,2.257993827160494,0.0,2.889382716049383,0.0,0.0,0.0,6.1369135802469135,0.0,0.0,4.483981481481481,0.0,0.0,0.0,8.46793209876543,8.479444444444443
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3862962962962975,6.238086419753087,0.0,4.779907407407407,4.436790123456791,4.561851851851852,0.0,4.927777777777777,0.0,0.0,0.0,6.403641975308642,0.0,0.0,4.398858024691357,0.0,0.0,0.0,2.378703703703704,2.3475308641975308,2.28891975308642
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.581604938271605,8.885216049382716,0.0,7.867777777777778,6.974876543209876,6.582283950617285,0.0,7.356234567901235,0.0,0.0,0.0,5.873888888888889,0.0,0.0,3.233240740740741,0.0,0.0,0.0,0.9871913580246914,0.7355246913580248,0.5910493827160493,0.5162962962962963
2022-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45141975308642,8.309444444444445,0.0,6.417500000000001,6.084722222222223,5.367006172839506,0.0,4.412222222222222,0.0,0.0,0.0,6.0566358024691365,0.0,0.0,5.6994135802469135,0.0,0.0,0.0,2.8859567901234566,1.544351851851852,1.3976851851851853,1.2944444444444445,0.0
2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00638888888889,9.56604938271605,0.0,7.637098765432097,7.615555555555556,7.345864197530863,0.0,4.985061728395061,0.0,0.0,0.0,5.372685185185186,0.0,0.0,5.1442901234567895,0.0,0.0,0.0,2.9656481481481483,2.54429012345679,2.7250308641975307,2.6176234567901235,0.0,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.265123456790125,12.570586419753086,0.0,9.28533950617284,6.760370370370371,6.259135802469135,0.0,5.038179012345678,0.0,0.0,0.0,5.489783950617284,0.0,0.0,4.243024691358024,0.0,0.0,0.0,2.6870370370370367,2.602932098765432,2.435802469135803,1.910092592592593,0.0,0.0,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.466635802469136,6.327283950617285,0.0,5.286265432098765,5.705462962962962,5.60145061728395,0.0,7.848703703703703,0.0,0.0,0.0,10.909197530864196,0.0,0.0,8.702253086419754,0.0,0.0,0.0,4.7420987654320985,4.456944444444444,3.9040740740740745,2.8731790123456795,0.0,0.0,0.0,1.2105246913580248
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7958950617283955,8.119814814814815,0.0,5.799382716049382,6.097098765432098,6.49175925925926,0.0,5.513796296296296,0.0,0.0,0.0,8.817993827160493,0.0,0.0,9.241851851851852,0.0,0.0,0.0,8.116327160493826,7.242037037037036,7.348796296296294,6.493672839506172,0.0,0.0,0.0,10.245956790123456,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89283950617284,5.378734567901235,0.0,4.122191358024692,4.549444444444444,5.890030864197532,0.0,5.302314814814815,0.0,0.0,0.0,7.573641975308642,0.0,0.0,11.5070987654321,0.0,0.0,0.0,11.754722222222222,11.318395061728395,7.715370370370369,7.749074074074074,0.0,0.0,0.0,7.355308641975308,0.0,6.019907407407407
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.147160493827162,7.306358024691358,0.0,6.581481481481482,7.117962962962963,6.426635802469137,0.0,4.344351851851853,0.0,0.0,0.0,5.451944444444444,0.0,0.0,8.255987654320986,0.0,0.0,0.0,8.435586419753086,8.11503086419753,6.970123456790123,11.239166666666666,0.0,0.0,0.0,17.977098765432096,0.0,16.488302469135803,8.630617283950619
2022-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94929012345679,7.266111111111112,0.0,8.462777777777779,9.125833333333333,7.349351851851853,0.0,7.237438271604939,0.0,0.0,0.0,6.635617283950618,0.0,0.0,7.525555555555556,0.0,0.0,0.0,6.532932098765432,6.545555555555556,6.663858024691359,6.825185185185185,0.0,0.0,0.0,10.321450617283949,0.0,7.666203703703704,6.593703703703703,5.208302469135803
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.712623456790123,9.627067901234568,0.0,10.107345679012344,9.34861111111111,8.280216049382716,0.0,7.78219135802469,0.0,0.0,0.0,7.900679012345679,0.0,0.0,7.7861111111111105,0.0,0.0,0.0,6.458734567901234,7.443950617283951,7.379907407407408,7.396450617283951,0.0,0.0,0.0,7.833672839506173,0.0,6.710617283950617,5.672993827160493,4.827716049382717,3.792314814814816
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230123456790123,7.813919753086419,0.0,9.387376543209877,9.717623456790124,8.129938271604937,0.0,7.252345679012345,0.0,0.0,0.0,5.636481481481482,0.0,0.0,6.575987654320987,0.0,0.0,0.0,6.566728395061729,6.85533950617284,6.0625,5.696944444444445,0.0,0.0,0.0,6.333858024691358,0.0,6.388209876543209,5.723518518518518,4.602253086419753,3.032037037037037,2.221111111111111
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.063487654320989,10.57608024691358,0.0,12.745895061728394,11.485246913580248,9.977283950617284,0.0,7.566234567901235,0.0,0.0,0.0,5.995061728395061,0.0,0.0,7.417716049382716,0.0,0.0,0.0,7.756419753086419,7.1682098765432105,7.445617283950617,6.453117283950617,0.0,0.0,0.0,4.933641975308641,0.0,4.101913580246913,3.727685185185185,3.1771296296296296,2.880956790123457,1.7084567901234569,1.577993827160494
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.833086419753087,9.09570987654321,0.0,10.406913580246911,10.213364197530865,9.80219135802469,0.0,9.295061728395062,0.0,0.0,0.0,6.392376543209876,0.0,0.0,7.150925925925925,0.0,0.0,0.0,6.985432098765432,5.817993827160494,6.944135802469135,5.167222222222222,0.0,0.0,0.0,8.190123456790124,0.0,7.406296296296296,6.272592592592593,4.382777777777777,3.3758641975308645,2.351296296296296,1.9280246913580248,0.8255555555555555
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34141975308642,8.121728395061728,0.0,7.701759259259259,7.905246913580248,6.927222222222222,0.0,7.031296296296297,0.0,0.0,0.0,9.74466049382716,0.0,0.0,9.89783950617284,0.0,0.0,0.0,10.398148148148149,9.48861111111111,9.782962962962964,8.213395061728395,0.0,0.0,0.0,7.735308641975309,0.0,10.802500000000002,10.405802469135804,8.448888888888888,7.846543209876544,7.20141975308642,7.168858024691359,4.912191358024692,2.4710802469135804
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.699351851851853,9.25388888888889,0.0,12.94956790123457,12.374475308641976,12.604259259259258,0.0,10.629104938271606,0.0,0.0,0.0,9.82929012345679,0.0,0.0,10.099506172839506,0.0,0.0,0.0,10.09429012345679,9.03851851851852,9.639660493827162,9.909228395061726,0.0,0.0,0.0,9.394166666666669,0.0,10.65780864197531,9.91438271604938,11.881759259259258,10.045524691358022,8.865833333333335,10.209814814814816,10.246450617283951,9.50962962962963,5.992160493827161
2022-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.756574074074074,9.569506172839503,0.0,13.45925925925926,12.909475308641976,13.146481481481482,0.0,12.108796296296296,0.0,0.0,0.0,11.499320987654322,0.0,0.0,12.849567901234566,0.0,0.0,0.0,11.6166975308642,10.387067901234568,9.841975308641976,10.043024691358026,0.0,0.0,0.0,10.769135802469137,0.0,13.515771604938273,12.217870370370372,14.550740740740745,14.691111111111113,14.18851851851852,11.452314814814818,9.1758024691358,8.809475308641975,7.869999999999999,4.578734567901234
2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39645061728395,7.370864197530865,0.0,12.5475,12.562993827160494,13.196944444444446,0.0,12.492006172839506,0.0,0.0,0.0,8.095925925925926,0.0,0.0,7.239166666666666,0.0,0.0,0.0,7.363148148148148,10.30391975308642,10.577901234567902,10.602469135802467,0.0,0.0,0.0,9.79651234567901,0.0,8.086481481481481,7.468950617283951,8.43135802469136,9.609166666666669,10.5625,10.22638888888889,10.350246913580248,9.671327160493826,10.179753086419757,8.113919753086417,4.197561728395062
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,8.314629629629628,7.492438271604938,0.0,8.390308641975308,7.834691358024691,7.611172839506173,0.0,6.227314814814815,0.0,0.0,0.0,6.257222222222222,0.0,0.0,7.154845679012345,0.0,0.0,0.0,8.008456790123455,9.499135802469135,9.220987654320988,9.366728395061727,0.0,0.0,0.0,7.774444444444445,0.0,6.042345679012345,5.711419753086419,6.543641975308642,7.178827160493828,8.80777777777778,8.771728395061729,7.944938271604938,9.08861111111111,9.490123456790124,8.087993827160494,4.899444444444445,4.178672839506174
2022-11-29,0.0,0.0,0.0,0.0,0.0,7.715648148148148,7.14179012345679,0.0,7.050401234567902,7.150864197530864,5.98929012345679,0.0,8.450895061728396,0.0,0.0,0.0,9.459382716049385,0.0,0.0,7.277932098765432,0.0,0.0,0.0,9.252407407407407,9.607932098765431,10.89783950617284,10.795617283950616,0.0,0.0,0.0,10.2666975308642,0.0,6.909814814814815,6.896944444444445,5.687592592592593,4.940524691358025,6.741327160493828,9.786543209876545,10.02898148148148,10.396635802469136,10.552283950617284,10.996944444444445,9.985462962962965,5.085123456790124,4.277746913580247
2022-11-30,0.0,0.0,0.0,0.0,9.214413580246914,7.995092592592591,0.0,7.1584876543209885,8.001944444444446,6.944876543209877,0.0,8.263302469135802,0.0,0.0,0.0,9.128827160493827,0.0,0.0,8.6020987654321,0.0,0.0,0.0,9.232067901234569,8.982283950617282,10.525617283950618,11.974783950617285,0.0,0.0,0.0,10.01493827160494,0.0,5.941481481481482,5.639074074074075,4.998734567901235,6.034537037037038,7.603302469135802,8.058734567901235,8.79145061728395,8.700586419753087,8.79256172839506,8.61108024691358,8.502561728395062,6.261481481481482,5.645061728395061,4.702283950617284
2022-12-01,0.0,0.0,0.0,7.192808641975308,7.082006172839506,0.0,5.963024691358024,6.696851851851851,6.940740740740741,0.0,7.418549382716049,0.0,0.0,0.0,9.261419753086422,0.0,0.0,8.67135802469136,0.0,0.0,0.0,7.073734567901235,6.192438271604938,6.433425925925927,7.870740740740741,0.0,0.0,0.0,8.14570987654321,0.0,6.439691358024692,7.420524691358024,7.11317901234568,9.561358024691357,10.117222222222225,9.80391975308642,9.68969135802469,9.273395061728396,9.011203703703703,6.433333333333334,4.394845679012346,3.5234259259259257,3.305802469135803,3.630401234567901,3.1415740740740743
2022-12-02,0.0,0.0,7.19854938271605,6.277530864197532,0.0,4.713487654320987,5.575154320987655,5.97172839506173,0.0,6.458395061728394,0.0,0.0,0.0,8.879382716049381,0.0,0.0,9.524074074074074,0.0,0.0,0.0,8.766666666666666,8.020432098765431,7.460925925925927,6.296604938271605,0.0,0.0,0.0,6.25216049382716,0.0,8.178765432098766,9.105895061728395,8.96861111111111,10.571172839506172,11.872067901234567,10.533055555555556,10.310925925925924,7.993765432098765,7.514074074074074,6.94969135802469,4.979598765432098,4.208487654320988,5.281820987654322,6.675216049382716,6.778425925925926,6.468827160493826
2022-12-03,0.0,8.154537037037036,7.278611111111111,0.0,6.586265432098765,6.182623456790124,6.350401234567903,0.0,7.757592592592593,0.0,0.0,0.0,9.756574074074075,0.0,0.0,11.153549382716047,0.0,0.0,0.0,8.924722222222224,7.269537037037037,7.044722222222223,5.388549382716049,0.0,0.0,0.0,6.8264814814814825,0.0,7.978364197530864,8.8033024691358,7.602067901234568,9.52354938271605,10.720586419753086,11.000925925925928,10.798580246913582,10.56003086419753,10.451265432098763,10.291882716049384,7.720401234567901,7.701882716049383,7.928179012345678,9.089228395061728,8.857654320987653,8.423024691358025,7.4625
2022-12-04,9.446111111111112,8.763395061728394,0.0,9.440493827160491,8.798086419753085,7.322037037037037,0.0,8.487407407407407,0.0,0.0,0.0,10.70533950617284,0.0,0.0,10.754382716049385,0.0,0.0,0.0,8.258117283950618,7.322253086419753,5.124259259259259,5.485648148148148,0.0,0.0,0.0,7.736296296296297,0.0,9.956265432098766,11.146728395061729,12.611234567901237,12.242654320987654,11.332006172839504,11.82746913580247,11.330864197530866,11.948302469135802,11.278055555555556,9.94595679012346,9.494753086419752,10.1866975308642,11.736234567901231,11.941481481481482,11.473518518518516,11.112191358024692,10.36493827160494,8.578734567901234
2022-12-05,9.901851851851854,0.0,7.448518518518519,7.295833333333333,5.828395061728394,0.0,6.697901234567901,0.0,0.0,0.0,6.693209876543209,0.0,0.0,7.167746913580247,0.0,0.0,0.0,8.430246913580248,6.881604938271604,7.025339506172839,6.401141975308642,0.0,0.0,0.0,6.635246913580247,0.0,8.317746913580248,10.243487654320989,11.95466049382716,12.348148148148148,11.852592592592591,12.01746913580247,11.46098765432099,12.900493827160494,11.259290123456791,11.181141975308645,12.058487654320986,13.285864197530865,15.290030864197533,16.299537037037037,14.567376543209877,14.608487654320989,13.197129629629629,11.237376543209878,8.63108024691358
2022-12-06,0.0,6.433333333333333,6.307716049382716,6.716512345679012,0.0,6.8906172839506175,0.0,0.0,0.0,6.789197530864199,0.0,0.0,9.408179012345675,0.0,0.0,0.0,10.52891975308642,9.715092592592594,7.7275,6.896512345679014,0.0,0.0,0.0,9.4133024691358,0.0,11.216111111111111,10.862623456790123,12.545000000000002,10.360987654320986,9.997993827160494,9.328888888888889,8.511388888888888,12.921574074074076,11.476265432098764,12.007561728395062,12.834783950617282,13.880185185185184,14.834104938271604,14.121296296296295,11.924351851851853,12.38324074074074,12.552685185185185,13.005123456790123,11.863086419753088,10.582654320987654
2022-12-07,8.370586419753087,8.723919753086419,8.235123456790124,0.0,10.006172839506174,0.0,0.0,0.0,7.338703703703703,0.0,0.0,6.606172839506174,0.0,0.0,0.0,7.270679012345679,6.999567901234568,6.411604938271605,6.052962962962963,0.0,0.0,0.0,7.262901234567901,0.0,9.71141975308642,8.985895061728396,10.046944444444447,9.353333333333335,10.299166666666666,9.457962962962965,10.071358024691357,10.7404012345679,10.039907407407409,10.46570987654321,10.37743827160494,10.259753086419757,10.785092592592592,9.56469135802469,9.659567901234569,9.885061728395062,8.949197530864199,9.007654320987657,10.33432098765432,10.82675925925926,10.429537037037036
2022-12-08,10.640185185185189,11.074629629629628,0.0,11.847993827160492,0.0,0.0,0.0,8.417993827160492,0.0,0.0,6.857129629629629,0.0,0.0,0.0,10.304413580246912,9.146234567901235,8.84645061728395,10.500648148148148,0.0,0.0,0.0,7.028981481481481,0.0,11.191327160493826,9.235802469135804,10.983765432098766,11.010401234567905,12.20858024691358,12.078641975308642,9.84432098765432,10.648456790123458,11.062592592592594,11.141975308641976,11.300524691358024,10.360339506172838,10.860185185185184,10.02820987654321,10.505833333333332,10.309969135802469,8.940987654320988,8.09141975308642,7.460123456790123,6.966820987654322,6.171049382716048,3.3708641975308646
2022-12-09,9.72253086419753,0.0,10.27114197530864,0.0,0.0,0.0,8.135617283950618,0.0,0.0,8.540740740740741,0.0,0.0,0.0,12.315956790123456,11.04253086419753,10.575925925925926,11.060956790123454,0.0,0.0,0.0,9.023487654320988,0.0,9.034074074074075,7.1295370370370375,8.484290123456791,8.147438271604939,7.702283950617284,8.291296296296297,8.314629629629628,9.712345679012346,12.10046296296296,12.426512345679011,12.758858024691357,13.244104938271605,13.680648148148148,13.926882716049382,13.435462962962964,12.259845679012347,11.474104938271603,10.44391975308642,9.083024691358023,7.780123456790124,4.932469135802469,3.124074074074074,1.852746913580247
2022-12-10,0.0,10.718487654320988,0.0,0.0,0.0,8.160833333333333,0.0,0.0,6.756296296296296,0.0,0.0,0.0,8.26219135802469,10.558271604938271,11.030709876543208,10.804166666666667,0.0,0.0,0.0,8.424845679012344,0.0,4.983055555555556,5.040740740740741,5.768827160493828,5.53929012345679,5.903395061728395,8.77138888888889,10.477777777777776,11.328425925925924,13.407993827160496,13.63216049382716,14.24814814814815,15.375185185185185,13.330432098765431,13.342129629629628,13.329722222222223,12.47104938271605,13.067685185185184,13.557777777777776,13.27067901234568,12.73429012345679,10.86641975308642,9.20675925925926,7.4847222222222225,5.558148148148148
2022-12-11,8.795092592592594,0.0,0.0,0.0,8.299320987654323,0.0,0.0,6.950154320987655,0.0,0.0,0.0,7.133148148148148,7.859814814814815,7.795802469135802,8.74074074074074,0.0,0.0,0.0,6.797222222222223,0.0,6.35070987654321,5.649722222222223,6.623302469135803,8.102499999999997,9.484907407407407,10.72462962962963,13.858765432098766,14.19432098765432,15.532469135802469,14.570185185185188,15.399907407407408,17.75898148148148,15.655092592592592,14.928364197530865,14.541697530864198,14.499567901234569,14.639506172839504,14.101851851851851,11.84490740740741,12.058024691358025,11.712345679012346,10.685925925925924,8.915462962962962,7.080956790123457,5.575401234567901
